posteam,posteam_type,defteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,qtr,down,ydstogo,ydsnet,yards_gained,epa,wp,def_wp,wpa,vegas_wpa,pass_attempt,season,cp,cpoe,goal_to_go,air_yards,field_goal_attempt,field_goal_result,kick_distance,score_differential,no_score_prob,opp_fg_prob,opp_td_prob,fg_prob,td_prob,punt_blocked,punt_inside_twenty,touchback,punt_attempt,fourth_down_converted,touchdown
PHI,home,JAX,JAX,12.0,70.0,1870.0,2.0,4.0,1.0,35.0,2.0,1.1986716,0.68714017,0.31285983,0.042069256,0.051727057,0.0,2022,,,0,,0.0,,,0.0,0.21652801,0.009344237,0.010668279,0.5134008,0.24852586,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,JAX,JAX,25.0,902.0,902.0,3.0,4.0,11.0,78.0,0.0,2.8748326,0.81890285,0.18109715,0.061278224,0.044997215,0.0,2022,,,0,,0.0,,,6.0,0.015404595,0.054193497,0.07262345,0.7869935,0.069140404,0.0,0.0,0.0,0.0,0.0,0.0
PHI,home,JAX,JAX,21.0,120.0,120.0,4.0,4.0,3.0,54.0,0.0,-2.7577739,0.9784249,0.021575093,-0.022829764,-0.02962365,1.0,2022,0.65195346,-65.19534,0,9.0,0.0,,,8.0,0.28824013,0.015954135,0.018349897,0.6226108,0.052765097,0.0,0.0,0.0,0.0,0.0,0.0
KC,away,TB,TB,34.0,313.0,2113.0,2.0,4.0,1.0,40.0,0.0,-3.4387236,0.84958726,0.15041274,-0.056228936,-0.0878163,1.0,2022,0.7279684,-72.79684,0,4.0,0.0,,,11.0,0.19146214,0.084985785,0.118109524,0.3129425,0.29009175,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,LAC,LAC,24.0,61.0,1861.0,2.0,4.0,1.0,43.0,-8.0,-3.6119988,0.113974586,0.8860254,-0.03518559,-0.022876896,1.0,2022,,,0,,0.0,,,-17.0,0.28259316,0.050326433,0.012296827,0.44319797,0.2105452,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,HOU,LAC,55.0,323.0,323.0,4.0,4.0,2.0,84.0,21.0,3.5575466,0.6934038,0.30659622,0.14157969,0.1243723,1.0,2022,0.7250689,27.493107,0,0.0,0.0,,,3.0,0.2910564,0.13632764,0.21010485,0.12816168,0.22885416,0.0,0.0,0.0,0.0,1.0,0.0
HOU,home,LAC,HOU,81.0,120.0,120.0,4.0,4.0,16.0,-6.0,0.0,-3.2920628,0.01123614,0.98876387,-0.008654782,-0.006767596,1.0,2022,0.33051318,-33.05132,0,27.0,0.0,,,-10.0,0.5083673,0.17946611,0.15722579,0.07326942,0.07718319,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,HOU,HOU,26.0,18.0,18.0,4.0,4.0,14.0,-10.0,0.0,-0.2823346,0.9976179,0.0023820996,-1.1265278e-05,-0.00024873018,0.0,2022,,,0,,0.0,,,10.0,0.320848,0.005117695,0.005025103,0.6498559,0.018428227,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,HOU,HOU,31.0,18.0,18.0,4.0,4.0,19.0,-10.0,-1.0,-1.9120727,0.99760664,0.002393365,,,0.0,2022,,,0,,0.0,,,10.0,0.39489466,0.008434521,0.009222367,0.5677018,0.018919423,0.0,0.0,0.0,0.0,0.0,0.0
SF,home,LA,SF,63.0,2.0,1802.0,2.0,4.0,4.0,6.0,0.0,-0.014935903,0.8306253,0.1693747,0.0039843917,0.016418397,1.0,2022,,,0,23.0,0.0,,,8.0,0.946213,0.0022450534,0.015951904,0.026238395,0.007984787,0.0,0.0,0.0,0.0,0.0,0.0
LA,away,SF,SF,26.0,1344.0,1344.0,3.0,4.0,1.0,75.0,4.0,1.9886649,0.20941186,0.79058814,0.04538402,0.060932964,0.0,2022,,,0,,0.0,,,-8.0,0.005848765,0.085065685,0.123247586,0.46830747,0.31576574,0.0,0.0,0.0,0.0,1.0,0.0
SF,home,LA,LA,1.0,896.0,896.0,4.0,4.0,1.0,67.0,0.0,-1.8139428,0.84298587,0.15701413,-0.030034542,-0.02655381,0.0,2022,,,1,,0.0,,,5.0,0.010592124,0.026574027,0.047233444,0.30878034,0.6042427,0.0,0.0,0.0,0.0,0.0,0.0
LA,away,SF,SF,37.0,150.0,150.0,4.0,4.0,10.0,44.0,13.0,3.3148222,0.0018889641,0.998111,0.0013124235,0.0014082767,1.0,2022,0.66340196,33.659805,0,11.0,0.0,,,-15.0,0.46323746,0.09771103,0.10566337,0.1884489,0.1382246,0.0,0.0,0.0,0.0,1.0,0.0
CIN,home,MIA,MIA,24.0,645.0,2445.0,2.0,4.0,1.0,47.0,0.0,-4.033016,0.70531195,0.29468805,-0.053820908,-0.057139963,0.0,2022,,,0,,0.0,,,4.0,0.042377934,0.06585943,0.07115571,0.51416373,0.30412155,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,CIN,CIN,45.0,57.0,57.0,4.0,4.0,4.0,30.0,0.0,-0.5671143,0.008781063,0.9912189,-0.0075332997,-0.0046161427,1.0,2022,0.5682776,-56.82776,0,10.0,0.0,,,-12.0,0.80960834,0.029478054,0.014809867,0.0622525,0.081330374,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,MIN,MIN,41.0,1311.0,1311.0,3.0,4.0,4.0,78.0,5.0,3.2491872,0.18644176,0.8135582,0.08526419,0.04671044,1.0,2022,0.7155669,28.443314,0,5.0,0.0,,,-9.0,0.013690156,0.16037141,0.29614016,0.21543509,0.30365947,0.0,0.0,0.0,0.0,1.0,0.0
MIN,away,NO,NO,47.0,1020.0,1020.0,3.0,4.0,2.0,28.0,13.0,3.362387,0.6067442,0.39325577,0.10872787,0.1012736,1.0,2022,0.5955253,40.447468,0,13.0,0.0,,,2.0,0.041665245,0.16856954,0.291868,0.18148284,0.30756053,0.0,0.0,0.0,0.0,1.0,0.0
GB,home,NE,NE,28.0,1576.0,1576.0,3.0,4.0,1.0,81.0,17.0,2.5214899,0.47948542,0.5205146,0.10961142,0.054028094,0.0,2022,,,0,,0.0,,,-3.0,0.0055551715,0.09417449,0.11531765,0.40726838,0.37579888,0.0,0.0,0.0,0.0,1.0,0.0
GB,home,NE,NE,40.0,122.0,122.0,4.0,4.0,8.0,12.0,0.0,-0.25339222,0.57720196,0.42279804,-0.060032964,-0.049816966,0.0,2022,,,0,,0.0,,,0.0,0.61510867,0.08354653,0.053554524,0.124460556,0.114818916,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,NYJ,PIT,69.0,1633.0,1633.0,3.0,4.0,1.0,29.0,2.0,2.2195377,0.33306375,0.6669363,0.07383633,0.06387505,0.0,2022,,,0,,0.0,,,-4.0,0.0059487903,0.2080441,0.3201503,0.14930776,0.30911055,0.0,0.0,0.0,0.0,1.0,0.0
NYJ,away,PIT,PIT,39.0,588.0,588.0,4.0,4.0,7.0,81.0,22.0,4.5283756,0.08627279,0.9137272,0.11730622,0.071037374,1.0,2022,0.5493744,45.06256,0,13.0,0.0,,,-10.0,0.11692222,0.16659258,0.250878,0.20059688,0.2562283,0.0,0.0,0.0,0.0,1.0,0.0
DET,home,SEA,DET,65.0,1087.0,2887.0,1.0,4.0,3.0,41.0,6.0,2.9525986,0.2871205,0.71287954,0.055675,0.056384236,1.0,2022,0.7057984,29.420162,0,6.0,0.0,,,-8.0,0.023415657,0.19642618,0.31208375,0.15116976,0.3101059,0.0,0.0,0.0,0.0,1.0,0.0
DET,home,SEA,SEA,1.0,3.0,1803.0,2.0,4.0,1.0,75.0,1.0,3.4237683,0.1554866,0.8445134,0.042920504,0.03161112,0.0,2022,,,1,,0.0,,,-15.0,0.20215037,0.0008374877,0.003919815,0.4828129,0.30769995,0.0,0.0,0.0,0.0,1.0,1.0
DET,home,SEA,SEA,48.0,427.0,427.0,4.0,4.0,10.0,75.0,17.0,3.8508687,0.057419967,0.94258004,0.08234453,0.07666353,1.0,2022,0.63244146,36.755856,0,14.0,0.0,,,-10.0,0.22130325,0.14681213,0.22953647,0.16906545,0.22448494,0.0,0.0,0.0,0.0,1.0,0.0
IND,home,TEN,TEN,4.0,808.0,2608.0,2.0,4.0,4.0,66.0,0.0,-0.11224827,0.19589089,0.8041091,-0.00575082,-0.011459559,0.0,2022,,,1,,0.0,,,-14.0,0.0068343473,0.016726155,0.016057257,0.8923328,0.06685705,0.0,0.0,0.0,0.0,0.0,0.0
WAS,away,DAL,DAL,16.0,482.0,482.0,4.0,4.0,15.0,14.0,0.0,-3.48439,0.047703087,0.9522969,-0.017997563,-0.016906273,1.0,2022,0.2231041,-22.31041,0,16.0,0.0,,,-12.0,0.026403543,0.023950411,0.030524155,0.8750192,0.04301623,0.0,0.0,0.0,0.0,0.0,0.0
WAS,away,DAL,WAS,56.0,165.0,165.0,4.0,4.0,2.0,19.0,0.0,-2.7017627,0.0026860419,0.997314,-0.0019326392,-0.0020900324,1.0,2022,0.44695085,-44.695084,0,23.0,0.0,,,-15.0,0.4226906,0.11769688,0.17428191,0.108962566,0.1692539,0.0,0.0,0.0,0.0,0.0,0.0
TB,home,ATL,ATL,15.0,1197.0,2997.0,1.0,4.0,1.0,62.0,0.0,-3.8848324,0.60336405,0.39663595,-0.08331403,-0.041803002,0.0,2022,,,0,,0.0,,,0.0,0.004811389,0.03347168,0.061309367,0.50011975,0.39869028,0.0,0.0,0.0,0.0,0.0,0.0
ATL,away,TB,ATL,73.0,1691.0,1691.0,3.0,4.0,1.0,18.0,3.0,2.3975935,0.084700555,0.9152994,0.019926615,0.010697592,0.0,2022,,,0,,0.0,,,-13.0,0.0053924,0.21843943,0.38425028,0.14025445,0.24423692,0.0,0.0,0.0,0.0,1.0,0.0
CHI,away,MIN,MIN,37.0,1098.0,1098.0,3.0,4.0,4.0,34.0,7.0,3.4396217,0.2755825,0.7244175,0.10449639,0.06811905,0.0,2022,,,0,,0.0,,,-5.0,0.017940793,0.13396771,0.26758832,0.2828367,0.28868315,0.0,0.0,0.0,0.0,1.0,0.0
MIN,home,CHI,CHI,47.0,779.0,779.0,4.0,4.0,4.0,24.0,0.0,2.971681,0.69323397,0.30676603,0.08541703,0.07934815,0.0,2022,,,0,,0.0,,,2.0,0.047603723,0.162556,0.27973613,0.18574513,0.3149926,0.0,0.0,0.0,0.0,0.0,0.0
BAL,home,CIN,CIN,41.0,1656.0,1656.0,3.0,4.0,3.0,19.0,0.0,-2.738214,0.5411366,0.45886338,-0.034675896,-0.07885897,1.0,2022,0.23187472,-23.187471,0,35.0,0.0,,,0.0,0.006482891,0.16324703,0.25398266,0.2135865,0.3504678,0.0,0.0,0.0,0.0,0.0,0.0
CIN,away,BAL,BAL,2.0,1068.0,1068.0,3.0,4.0,2.0,73.0,0.0,-3.1803987,0.50427425,0.49572575,-0.21087718,-0.14358371,1.0,2022,0.5510299,-55.102993,1,0.0,0.0,,,-3.0,0.0040782313,0.015520647,0.026628781,0.82405096,0.12828326,0.0,0.0,0.0,0.0,0.0,0.0
BAL,home,CIN,CIN,3.0,586.0,586.0,4.0,4.0,1.0,91.0,0.0,-1.1692439,0.8409078,0.15909219,-0.033320367,-0.02662319,0.0,2022,,,0,,0.0,,,3.0,0.031891998,0.029346362,0.046115216,0.43280256,0.45706496,0.0,0.0,0.0,0.0,0.0,0.0
LA,home,DAL,LA,75.0,149.0,1949.0,2.0,4.0,5.0,36.0,12.0,2.6160583,0.25189382,0.7481062,0.0811404,0.10033977,1.0,2022,0.7424996,25.750042,0,6.0,0.0,,,-6.0,0.4055751,0.16464452,0.214188,0.09247367,0.119705826,0.0,0.0,0.0,0.0,1.0,0.0
DET,away,NE,DET,55.0,1578.0,3378.0,1.0,4.0,1.0,20.0,0.0,-3.266641,0.3937195,0.6062805,-0.04856664,-0.05415529,0.0,2022,,,0,,0.0,,,0.0,0.00741233,0.1831424,0.3160161,0.16991948,0.31471997,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,NE,NE,40.0,623.0,2423.0,2.0,4.0,16.0,8.0,0.0,-0.071025975,0.21564257,0.7843574,0.0017528236,-0.013279825,0.0,2022,,,0,,0.0,,,-6.0,0.11080983,0.17727222,0.26111963,0.21002693,0.23071033,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,NE,NE,32.0,220.0,2020.0,2.0,4.0,9.0,9.0,-9.0,-8.082392,0.2470156,0.7529844,-0.13408227,-0.13976645,1.0,2022,,,0,,0.0,,,-6.0,0.26327005,0.08126992,0.10502707,0.44450936,0.10350269,0.0,0.0,0.0,0.0,0.0,1.0
DET,away,NE,NE,34.0,1301.0,1301.0,3.0,4.0,2.0,41.0,0.0,-3.0980065,0.04688027,0.95311975,-0.026936736,-0.0154164545,1.0,2022,0.68903047,31.096952,0,0.0,0.0,,,-19.0,0.011826103,0.10880208,0.21439116,0.41792983,0.24381723,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,NE,NE,5.0,797.0,797.0,4.0,4.0,5.0,72.0,0.0,-2.7135584,0.0012654142,0.9987346,-0.0010181145,-0.00028910363,1.0,2022,0.5513424,-55.134243,1,4.0,0.0,,,-26.0,0.009857789,0.016897706,0.022192812,0.8878244,0.06229276,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,NE,NE,31.0,565.0,565.0,4.0,4.0,1.0,33.0,-1.0,-3.6734295,0.00012249597,0.9998775,-2.5936446e-05,-6.5550375e-06,0.0,2022,,,0,,0.0,,,-26.0,0.07907138,0.101058014,0.11699889,0.3597727,0.34144783,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,NE,NE,18.0,190.0,190.0,4.0,4.0,4.0,57.0,0.0,-3.041825,0.0001530512,0.99984694,1.5868369e-05,-8.558032e-06,1.0,2022,0.26459894,-26.459894,0,18.0,0.0,,,-29.0,0.1426569,0.016058419,0.034319304,0.72179097,0.08393604,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,HOU,HOU,37.0,490.0,2290.0,2.0,4.0,4.0,55.0,0.0,-2.6533546,0.61377436,0.38622564,-0.07909435,-0.09115547,1.0,2022,0.64651155,-64.65115,0,12.0,0.0,,,0.0,0.13304426,0.13237303,0.20547913,0.23839656,0.28219855,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,HOU,HOU,38.0,754.0,754.0,4.0,4.0,1.0,53.0,0.0,-3.0977798,0.57954234,0.42045766,-0.083737135,-0.091826946,0.0,2022,,,0,,0.0,,,0.0,0.047800925,0.13642599,0.2138034,0.21392637,0.38079837,0.0,0.0,0.0,0.0,0.0,0.0
JAX,home,HOU,50,50.0,107.0,107.0,4.0,4.0,10.0,36.0,0.0,-2.331393,0.07183356,0.92816645,-0.05682791,-0.08555162,1.0,2022,0.22767453,-22.767452,0,30.0,0.0,,,-7.0,0.6010132,0.11079886,0.079749815,0.100703046,0.10360892,0.0,0.0,0.0,0.0,0.0,0.0
DEN,home,IND,IND,28.0,190.0,190.0,4.0,4.0,1.0,72.0,9.0,2.0071416,0.8077732,0.19222683,0.08900976,0.07756847,1.0,2022,0.78351736,21.648264,0,4.0,0.0,,,3.0,0.23674595,0.06347262,0.067311,0.37227237,0.25863513,0.0,0.0,0.0,0.0,1.0,0.0
DEN,home,IND,IND,5.0,158.0,158.0,5.0,4.0,1.0,70.0,0.0,-3.288836,0.7521973,0.2478027,-0.7521973,-0.7521973,1.0,2022,0.56378466,-56.378468,0,5.0,0.0,,,-3.0,0.2115553,0.013246089,0.022626193,0.4406769,0.30852726,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,CLE,CLE,28.0,1436.0,3236.0,1.0,4.0,2.0,55.0,0.0,-3.6022806,0.30840197,0.69159806,-0.059910446,-0.07570422,1.0,2022,0.7255648,-72.55648,0,4.0,0.0,,,-7.0,0.005451108,0.07145928,0.11049227,0.6583423,0.15275899,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,LAC,CLE,66.0,1435.0,1435.0,3.0,4.0,1.0,5.0,-4.0,-3.9647017,0.41052926,0.58947074,-0.097884476,-0.08703995,0.0,2022,,,0,,0.0,,,-3.0,0.014397638,0.20335385,0.27495354,0.16394718,0.33596325,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,CLE,LAC,54.0,74.0,74.0,4.0,4.0,1.0,29.0,0.0,-2.0048594,0.86494476,0.13505524,-0.34994915,-0.31696188,1.0,2022,0.6603639,-66.03639,0,8.0,0.0,,,2.0,0.84174746,0.044975195,0.032794323,0.03491166,0.04305357,0.0,0.0,0.0,0.0,0.0,0.0
LV,away,KC,LV,58.0,1416.0,3216.0,1.0,4.0,1.0,67.0,58.0,7.109585,0.39922187,0.6007781,0.22069919,0.17667457,1.0,2022,0.31365746,68.634254,0,36.0,0.0,,,0.0,0.013812977,0.17631279,0.32222906,0.17050235,0.3078365,0.0,0.0,0.0,0.0,1.0,1.0
KC,home,LV,LV,18.0,568.0,568.0,4.0,4.0,14.0,75.0,0.0,2.3976784,0.67312205,0.32687795,0.099374294,0.088834524,0.0,2022,,,0,,0.0,,,1.0,0.026223104,0.023930196,0.03824093,0.8654993,0.045126166,0.0,0.0,0.0,0.0,0.0,0.0
LV,away,KC,LV,54.0,47.0,47.0,4.0,4.0,1.0,39.0,0.0,-1.5674751,0.33717018,0.6628298,-0.26651365,-0.19738427,1.0,2022,0.39245087,-39.245087,0,24.0,0.0,,,-1.0,0.84629446,0.028210944,0.025981192,0.036177516,0.06211548,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,home,MIA,MIA,44.0,1230.0,1230.0,3.0,4.0,1.0,31.0,0.0,-3.4694388,0.6832099,0.3167901,-0.13069463,-0.113966465,1.0,2022,0.5082099,-50.820988,0,19.0,0.0,,,2.0,0.015517497,0.15136892,0.23172261,0.19208999,0.40129066,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,NYJ,MIA,66.0,456.0,456.0,4.0,4.0,1.0,5.0,-4.0,-3.5279806,0.019735297,0.9802647,-0.016278287,-0.023423208,0.0,2022,,,0,,0.0,,,-16.0,0.27491498,0.17318049,0.21354306,0.12827781,0.2057981,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,NYJ,NYJ,14.0,66.0,66.0,4.0,4.0,7.0,61.0,0.0,-2.6100228,0.00035838012,0.9996416,-0.0002940071,-0.00033657148,1.0,2022,0.5096849,-50.96849,0,7.0,0.0,,,-23.0,0.1723987,0.009326494,0.008435803,0.7415664,0.06737727,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,NYG,NYG,22.0,1570.0,3370.0,1.0,4.0,5.0,49.0,0.0,-0.5172229,0.5815369,0.4184631,-0.023425758,-0.025086582,0.0,2022,,,0,,0.0,,,0.0,0.0023226035,0.039038505,0.05545297,0.8352666,0.06693873,0.0,0.0,0.0,0.0,0.0,0.0
GB,home,NYG,NYG,6.0,65.0,65.0,4.0,4.0,1.0,69.0,0.0,-3.5374048,0.19617704,0.803823,-0.17491165,-0.21720408,1.0,2022,0.6619819,-66.19819,0,0.0,0.0,,,-7.0,0.20925117,0.011084386,0.010958195,0.4311566,0.33606398,0.0,0.0,0.0,0.0,0.0,0.0
NYG,away,GB,NYG,97.0,15.0,15.0,4.0,4.0,14.0,-7.0,-3.0,-1.723212,0.96102405,0.038975954,-0.026529014,-0.031451497,0.0,2022,,,0,,0.0,,,7.0,0.91397977,0.015377284,0.030256543,0.0071835076,0.0027516498,0.0,0.0,0.0,0.0,0.0,0.0
PHI,away,ARI,ARI,3.0,1420.0,3220.0,1.0,4.0,1.0,64.0,2.0,2.2519367,0.59310985,0.40689015,0.0639227,0.033355355,0.0,2022,,,0,,0.0,,,0.0,0.002033113,0.029510472,0.041729227,0.4565043,0.46717072,0.0,0.0,0.0,0.0,1.0,0.0
ARI,home,PHI,ARI,72.0,115.0,1915.0,2.0,4.0,4.0,91.0,7.0,2.2483108,0.2444748,0.75552523,0.05935648,0.036316574,0.0,2022,,,0,,0.0,,,-7.0,0.4779838,0.15938494,0.1740305,0.09775352,0.087856516,0.0,0.0,0.0,0.0,1.0,0.0
PIT,away,BUF,BUF,20.0,1544.0,1544.0,3.0,4.0,6.0,55.0,0.0,-3.4167435,0.0034187457,0.99658126,-0.0023479483,-0.00044516724,1.0,2022,0.50793093,-50.793095,0,12.0,0.0,,,-28.0,0.002219487,0.036466487,0.0539374,0.84894574,0.05751981,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,BUF,BUF,22.0,913.0,913.0,3.0,4.0,8.0,53.0,0.0,-0.53900534,0.0006971173,0.99930286,-3.3573655e-05,-1.24118815e-05,0.0,2022,,,0,,0.0,,,-28.0,0.010271991,0.036739346,0.055026907,0.83786833,0.0590963,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,BUF,BUF,30.0,621.0,621.0,4.0,4.0,10.0,45.0,0.0,-2.7141993,0.00010867056,0.99989134,-1.2111035e-05,4.9710525e-07,1.0,2022,0.56824785,-56.824787,0,11.0,0.0,,,-35.0,0.056800317,0.09636991,0.11884392,0.61473465,0.11179586,0.0,0.0,0.0,0.0,0.0,0.0
PIT,away,BUF,BUF,26.0,67.0,67.0,4.0,4.0,14.0,54.0,0.0,-1.2549411,6.577037e-05,0.99993426,1.27885505e-05,-5.3082967e-06,1.0,2022,,,0,0.0,0.0,,,-35.0,0.504428,0.032909617,0.012560098,0.42582402,0.023383228,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,SEA,NO,65.0,1173.0,2973.0,1.0,4.0,4.0,19.0,0.0,-0.4908116,0.34380794,0.65619206,-0.027790785,-0.040698916,0.0,2022,,,0,,0.0,,,-4.0,0.01988361,0.18862264,0.3473984,0.14726874,0.2885305,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NO,SEA,74.0,278.0,2078.0,2.0,4.0,4.0,-7.0,0.0,-0.3577351,0.4245112,0.5754888,-0.003078401,-0.005775839,0.0,2022,,,0,,0.0,,,0.0,0.3161502,0.17250338,0.2602478,0.09662784,0.15069313,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NO,SEA,79.0,268.0,2068.0,2.0,4.0,9.0,-7.0,-8.0,-3.662836,0.4214328,0.5785672,-0.07596427,-0.08872408,0.0,2022,,,0,,0.0,,,0.0,0.30074257,0.18290295,0.28662753,0.09367031,0.13188814,0.0,0.0,0.0,0.0,0.0,0.0
SEA,away,NO,NO,42.0,1072.0,1072.0,3.0,4.0,18.0,1.0,0.0,0.12208319,0.23254351,0.7674565,-0.0,-0.012308538,0.0,2022,,,0,,0.0,,,-5.0,0.021012872,0.17284483,0.34801763,0.1948805,0.24841441,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,SEA,SEA,42.0,468.0,468.0,4.0,4.0,2.0,30.0,0.0,-0.7033751,0.8639465,0.1360535,-0.021774769,-0.01658243,0.0,2022,,,0,,0.0,,,6.0,0.14910755,0.12679872,0.22227661,0.17604312,0.31657282,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,SF,SF,34.0,1160.0,2960.0,1.0,4.0,1.0,33.0,3.0,1.9623518,0.3840105,0.6159895,0.0773499,0.02150859,0.0,2022,,,0,,0.0,,,-7.0,0.016003467,0.09922849,0.17093697,0.3384392,0.37264434,0.0,0.0,0.0,0.0,1.0,0.0
CAR,home,SF,SF,19.0,1623.0,1623.0,3.0,4.0,1.0,51.0,19.0,3.3985295,0.15742214,0.8425779,0.07309282,0.05003226,0.0,2022,,,0,,0.0,,,-14.0,0.0026229634,0.05257921,0.06601036,0.47979602,0.39726272,0.0,0.0,0.0,0.0,1.0,1.0
SF,away,CAR,CAR,43.0,1403.0,1403.0,3.0,4.0,3.0,75.0,0.0,3.398532,0.8187944,0.18120557,0.04863447,0.021527827,0.0,2022,,,0,,0.0,,,8.0,0.011797872,0.16224195,0.30259112,0.21045189,0.302566,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,SF,CAR,70.0,600.0,600.0,4.0,4.0,5.0,59.0,8.0,2.6612763,0.014089959,0.98591006,0.006905524,0.0039335913,1.0,2022,0.7176137,28.23863,0,6.0,0.0,,,-18.0,0.16159979,0.19760157,0.27719855,0.14314078,0.2145292,0.0,0.0,0.0,0.0,1.0,0.0
SF,away,CAR,CAR,42.0,276.0,276.0,4.0,4.0,1.0,27.0,0.0,-0.9636994,0.9982432,0.0017567873,-0.00027245283,-0.00025868416,0.0,2022,,,0,,0.0,,,15.0,0.3839742,0.097383305,0.118172675,0.13841367,0.25729182,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,SF,CAR,90.0,252.0,252.0,4.0,4.0,10.0,-7.0,-7.0,-4.378985,0.007937772,0.9920622,-0.0071757864,-0.0028809598,1.0,2022,,,0,,0.0,,,-15.0,0.43531883,0.15609422,0.25364256,0.06192308,0.087288685,0.0,0.0,0.0,0.0,0.0,0.0
CAR,home,SF,SF,30.0,27.0,27.0,4.0,4.0,13.0,45.0,0.0,-1.8867222,0.00029712758,0.9997029,-0.00017148099,-4.9587747e-05,1.0,2022,0.19961771,-19.961771,0,30.0,0.0,,,-22.0,0.36857125,0.022331454,0.011499963,0.5358293,0.06091307,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,TEN,TEN,40.0,1472.0,1472.0,3.0,4.0,4.0,6.0,0.0,-2.651621,0.3868196,0.6131804,-0.07589078,-0.06452528,1.0,2022,0.69243395,-69.24339,0,4.0,0.0,,,-4.0,0.010072878,0.15909065,0.2593038,0.21620831,0.3439177,0.0,0.0,0.0,0.0,0.0,0.0
TEN,away,WAS,WAS,42.0,755.0,755.0,4.0,4.0,2.0,0.0,4.0,2.9618666,0.70927644,0.29072356,0.087361515,0.0812636,0.0,2022,,,0,,0.0,,,4.0,0.07514008,0.15546013,0.27058092,0.18363567,0.3068415,0.0,0.0,0.0,0.0,1.0,0.0
WAS,home,TEN,WAS,80.0,235.0,235.0,4.0,4.0,1.0,87.0,2.0,1.5373814,0.1927849,0.8072151,0.085825324,0.05391994,0.0,2022,,,0,,0.0,,,-4.0,0.39559853,0.15684472,0.23691997,0.08646994,0.1194192,0.0,0.0,0.0,0.0,1.0,0.0
ARI,away,SEA,SEA,20.0,900.0,2700.0,2.0,4.0,4.0,55.0,0.0,-3.1970928,0.48619905,0.513801,-0.078752965,-0.07898894,1.0,2022,0.5845909,-58.45909,0,9.0,0.0,,,0.0,0.010975175,0.036422156,0.06165993,0.81685203,0.07317122,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,SEA,SEA,27.0,1459.0,1459.0,3.0,4.0,2.0,33.0,0.0,-3.6678214,0.3120791,0.6879209,-0.08063504,-0.093348235,1.0,2022,0.29604036,-29.604036,0,27.0,0.0,,,-6.0,0.005243964,0.070030235,0.09970698,0.68329054,0.14036217,0.0,0.0,0.0,0.0,0.0,0.0
SEA,home,ARI,SEA,90.0,959.0,959.0,3.0,4.0,19.0,-19.0,-10.0,-4.789516,0.7999453,0.2000547,-0.08810372,-0.10418092,0.0,2022,,,0,,0.0,,,9.0,0.053036585,0.31514087,0.3729439,0.097498216,0.15229237,0.0,0.0,0.0,0.0,0.0,1.0
ARI,away,SEA,SEA,23.0,612.0,612.0,4.0,4.0,2.0,40.0,-12.0,-4.3840294,0.13380921,0.8661908,-0.08036274,-0.08857153,1.0,2022,,,0,,0.0,,,-10.0,0.03532596,0.041257773,0.05893768,0.74456924,0.118859045,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,SEA,ARI,86.0,370.0,370.0,4.0,4.0,3.0,37.0,6.0,2.2253962,0.034899488,0.9651005,0.025008366,0.030056968,1.0,2022,0.7241115,27.58885,0,6.0,0.0,,,-10.0,0.31806558,0.22560534,0.26267537,0.0742794,0.114278436,0.0,0.0,0.0,0.0,1.0,0.0
