posteam,posteam_type,defteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,qtr,down,ydstogo,ydsnet,yards_gained,epa,wp,def_wp,wpa,vegas_wpa,pass_attempt,season,cp,cpoe,goal_to_go,air_yards,field_goal_attempt,field_goal_result,kick_distance,score_differential,no_score_prob,opp_fg_prob,opp_td_prob,fg_prob,td_prob,punt_blocked,punt_inside_twenty,touchback,punt_attempt,fourth_down_converted,touchdown
NO,away,GB,NO,51.0,78.0,78.0,4.0,4.0,6.0,27.0,0.0,-2.467146,5.9180606e-05,0.9999408,-2.0318377e-05,-2.0673033e-06,1.0,2024,0.68251306,-68.251305,0,8.0,0.0,,,-34.0,0.66296595,0.08879865,0.05004452,0.08469922,0.11078125,0.0,0.0,0.0,0.0,0.0,0.0
NYG,away,ATL,ATL,16.0,82.0,82.0,4.0,4.0,16.0,68.0,0.0,-0.119541965,8.0919395e-05,0.99991906,-1.8056577e-05,-4.078054e-06,0.0,2024,,,1,,0.0,,,-27.0,0.14883372,0.0104803275,0.012835636,0.77066934,0.055034302,0.0,0.0,0.0,0.0,0.0,0.0
NYG,away,ATL,ATL,21.0,82.0,82.0,4.0,4.0,21.0,68.0,0.0,-2.459596,6.286282e-05,0.9999371,-2.6623195e-05,-4.3911314e-08,1.0,2024,0.22404623,-22.404623,1,21.0,0.0,,,-27.0,0.15394793,0.018402878,0.01839588,0.7527567,0.05468793,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,PHI,WAS,51.0,1755.0,3555.0,1.0,4.0,1.0,9.0,0.0,-3.357498,0.51339793,0.48660207,-0.061033368,-0.060307235,0.0,2024,,,0,,0.0,,,0.0,0.0059308317,0.18102942,0.25397602,0.18566605,0.36390066,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,PHI,PHI,39.0,491.0,2291.0,2.0,4.0,4.0,96.0,5.0,2.7976892,0.13518007,0.86481994,0.043463245,0.022045255,0.0,2024,,,0,,0.0,,,-14.0,0.18287438,0.13574907,0.19564855,0.19451846,0.28229842,0.0,0.0,0.0,0.0,1.0,0.0
PHI,away,WAS,WAS,43.0,11.0,1811.0,2.0,4.0,4.0,11.0,5.0,1.0518758,0.7471265,0.25287348,0.0608384,0.014241517,1.0,2024,0.6620998,33.790024,0,4.0,0.0,,,7.0,0.84461635,0.0053038993,0.006983446,0.1123333,0.029617805,0.0,0.0,0.0,0.0,1.0,0.0
WAS,home,PHI,PHI,41.0,919.0,919.0,3.0,4.0,11.0,61.0,29.0,4.8490515,0.067340925,0.9326591,0.09713122,0.0455961,0.0,2024,,,0,,0.0,,,-13.0,0.05701855,0.179002,0.25383383,0.22889155,0.27125898,0.0,0.0,0.0,0.0,1.0,0.0
PHI,away,WAS,PHI,57.0,459.0,459.0,4.0,4.0,1.0,34.0,4.0,2.174777,0.41621602,0.583784,0.08222851,0.13385633,1.0,2024,0.72948724,27.051275,0,4.0,0.0,,,-1.0,0.23912314,0.14780553,0.23267296,0.13639961,0.23588167,0.0,0.0,0.0,0.0,1.0,0.0
PHI,away,WAS,50,50.0,370.0,370.0,4.0,4.0,7.0,34.0,15.0,3.568334,0.3870842,0.6129158,0.20120281,0.22436565,1.0,2024,0.731465,26.853502,0,3.0,0.0,,,-1.0,0.2954146,0.14807084,0.2203994,0.1397991,0.18765268,0.0,0.0,0.0,0.0,1.0,0.0
PIT,away,BAL,BAL,45.0,900.0,900.0,4.0,4.0,6.0,17.0,0.0,-2.3989847,0.18014754,0.8198525,-0.037839845,-0.016217567,1.0,2024,0.26339248,-26.339249,0,40.0,0.0,,,-7.0,0.056761015,0.17531797,0.28961676,0.200209,0.2696255,0.0,0.0,0.0,0.0,0.0,0.0
SF,away,MIA,MIA,40.0,1003.0,2803.0,1.0,4.0,1.0,70.0,0.0,2.6415207,0.35420105,0.6457989,0.08931789,0.06454682,0.0,2024,,,0,,0.0,,,-3.0,0.040121645,0.14410095,0.24182399,0.2033615,0.36315864,0.0,0.0,0.0,0.0,0.0,0.0
SF,away,MIA,SF,74.0,492.0,2292.0,2.0,4.0,14.0,-9.0,0.0,-0.28548977,0.41045794,0.58954203,0.00031664968,-0.0054135323,0.0,2024,,,0,,0.0,,,1.0,0.24702059,0.2113354,0.28101394,0.10765272,0.1472737,0.0,0.0,0.0,0.0,0.0,0.0
SF,away,MIA,MIA,18.0,13.0,13.0,4.0,4.0,1.0,52.0,0.0,-2.5442877,0.006393829,0.99360615,-0.0052094846,-0.0042912057,1.0,2024,0.7314583,-73.14583,0,0.0,0.0,,,-12.0,0.3061195,0.0020490543,0.0071731284,0.5466652,0.13718563,0.0,0.0,0.0,0.0,0.0,0.0
TB,away,DAL,DAL,48.0,1202.0,3002.0,1.0,4.0,3.0,22.0,0.0,-2.7934191,0.41377363,0.58622634,-0.10809365,-0.04973775,1.0,2024,0.7048328,-70.48328,0,8.0,0.0,,,-3.0,0.010699932,0.16737361,0.328349,0.18611538,0.29708812,0.0,0.0,0.0,0.0,0.0,0.0
IND,home,TEN,TEN,49.0,1267.0,3067.0,1.0,4.0,1.0,31.0,6.0,2.4160335,0.36552626,0.63447374,0.06876895,0.07014182,0.0,2024,,,0,,0.0,,,-7.0,0.008439257,0.1601934,0.25902706,0.18279897,0.38127604,0.0,0.0,0.0,0.0,1.0,0.0
IND,home,TEN,TEN,40.0,10.0,10.0,4.0,4.0,5.0,23.0,0.0,-0.13061193,0.993731,0.006268978,-0.0010883212,-0.0004891753,0.0,2024,,,0,,0.0,,,8.0,0.83751047,0.0036149372,0.0109003065,0.12555027,0.01955959,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,LA,LA,14.0,670.0,2470.0,2.0,4.0,1.0,67.0,0.0,-4.421533,0.57468975,0.42531025,-0.1008659,-0.06482813,0.0,2024,,,0,,0.0,,,0.0,0.02201683,0.030908799,0.062668666,0.5153477,0.3672869,0.0,0.0,0.0,0.0,0.0,0.0
ARI,away,LA,LA,40.0,195.0,195.0,4.0,4.0,10.0,30.0,0.0,-0.5976038,0.22429256,0.7757074,0.013452306,-0.021780998,1.0,2024,0.23393156,-23.393156,0,40.0,0.0,,,-4.0,0.36894232,0.11489081,0.16228564,0.16779847,0.17729756,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,ATL,ATL,7.0,1477.0,3277.0,1.0,4.0,2.0,38.0,7.0,3.8195229,0.67917067,0.32082933,0.07463961,0.10218256,1.0,2024,0.32727227,67.27277,0,7.0,0.0,,,0.0,0.0016041357,0.016359814,0.020842137,0.83660215,0.12359315,0.0,0.0,0.0,0.0,1.0,1.0
ATL,away,WAS,WAS,28.0,1313.0,3113.0,1.0,4.0,4.0,70.0,0.0,2.5012176,0.23847649,0.7615235,0.085698634,0.06376678,0.0,2024,,,0,,0.0,,,-7.0,0.0062027853,0.068233006,0.10999614,0.70597845,0.10806421,0.0,0.0,0.0,0.0,0.0,0.0
WAS,home,ATL,ATL,16.0,1462.0,1462.0,3.0,4.0,1.0,69.0,4.0,1.5374987,0.25581697,0.74418306,0.062101007,0.06049791,0.0,2024,,,0,,0.0,,,-10.0,0.0035653214,0.048500177,0.058277372,0.48956648,0.39848515,0.0,0.0,0.0,0.0,1.0,0.0
WAS,home,ATL,ATL,39.0,1035.0,1035.0,3.0,4.0,5.0,70.0,6.0,3.4050987,0.40840733,0.59159267,0.12758577,0.11352444,1.0,2024,0.730204,26.9796,0,3.0,0.0,,,-3.0,0.040395916,0.15297166,0.25984222,0.21785334,0.31912753,0.0,0.0,0.0,0.0,1.0,0.0
ATL,away,WAS,50,50.0,154.0,154.0,4.0,4.0,11.0,68.0,31.0,4.030389,0.08003274,0.91996723,0.20639738,0.15845719,1.0,2024,0.459018,54.0982,0,19.0,0.0,,,-7.0,0.6022576,0.095006965,0.10983435,0.09101177,0.09728703,0.0,0.0,0.0,0.0,1.0,0.0
ATL,away,WAS,WAS,13.0,83.0,83.0,4.0,4.0,13.0,68.0,13.0,4.404615,0.14279485,0.85720515,0.19009325,0.14621672,1.0,2024,0.4239112,57.60888,1,13.0,0.0,,,-7.0,0.15535457,0.0067038974,0.010427706,0.7730258,0.05234398,0.0,0.0,0.0,0.0,1.0,1.0
HOU,home,BAL,HOU,68.0,640.0,2440.0,2.0,4.0,15.0,9.0,0.0,-0.21541803,0.22280866,0.77719134,-0.012314722,-0.0046594515,0.0,2024,,,0,,0.0,,,-10.0,0.079612084,0.20036164,0.34582925,0.1421527,0.2251549,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,BAL,BAL,30.0,437.0,2237.0,2.0,4.0,3.0,56.0,0.0,3.2733023,0.29251894,0.707481,0.09407017,0.058022037,0.0,2024,,,0,,0.0,,,-8.0,0.07198747,0.066871464,0.10637415,0.61325324,0.14012498,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,BAL,BAL,4.0,339.0,2139.0,2.0,4.0,4.0,56.0,3.0,-2.1920798,0.31563705,0.68436295,-0.05735874,-0.030762643,1.0,2024,0.8209657,17.903429,1,-5.0,0.0,,,-8.0,0.04212422,0.016048798,0.015296606,0.8386527,0.08644417,0.0,0.0,0.0,0.0,0.0,0.0
HOU,home,BAL,BAL,19.0,1035.0,1035.0,3.0,4.0,7.0,57.0,6.0,-2.9095898,0.0008103738,0.9991896,-0.00036316016,-8.577715e-05,1.0,2024,0.71462464,28.537537,0,6.0,0.0,,,-29.0,0.0044360226,0.027452854,0.042278185,0.86197394,0.06296522,0.0,0.0,0.0,0.0,0.0,0.0
CAR,away,TB,CAR,56.0,1123.0,1123.0,3.0,4.0,7.0,9.0,0.0,-0.33054873,0.00077470305,0.9992253,-9.081734e-06,-2.4766705e-05,0.0,2024,,,0,,0.0,,,-27.0,0.032020435,0.19704567,0.37318292,0.15531845,0.23272431,0.0,0.0,0.0,0.0,0.0,0.0
CAR,away,TB,TB,39.0,459.0,459.0,4.0,4.0,11.0,22.0,-9.0,-2.537388,9.9009114e-05,0.999901,-1.913889e-05,1.9222198e-06,1.0,2024,,,0,,0.0,,,-34.0,0.2144929,0.1379618,0.24367692,0.1910662,0.2029132,0.0,0.0,0.0,0.0,0.0,0.0
PHI,home,DAL,DAL,30.0,295.0,2095.0,2.0,4.0,1.0,26.0,2.0,1.4025251,0.8246098,0.17539018,0.035736382,0.011253655,0.0,2024,,,0,,0.0,,,7.0,0.1984472,0.07189683,0.08967396,0.35019666,0.28845277,0.0,0.0,0.0,0.0,1.0,0.0
PHI,home,DAL,DAL,19.0,195.0,1995.0,2.0,4.0,1.0,26.0,0.0,1.667011,0.86589813,0.13410187,0.017471611,0.008232951,0.0,2024,,,0,,0.0,,,7.0,0.20016748,0.02378932,0.05188263,0.469312,0.253365,0.0,0.0,0.0,0.0,0.0,0.0
CIN,home,DEN,DEN,22.0,1172.0,2972.0,1.0,4.0,1.0,48.0,0.0,-4.0018034,0.5769618,0.42303818,-0.12777472,-0.1492297,0.0,2024,,,0,,0.0,,,-3.0,0.009442394,0.067582324,0.07049251,0.48455006,0.36592638,0.0,0.0,0.0,0.0,0.0,0.0
CIN,home,DEN,DEN,2.0,386.0,2186.0,2.0,4.0,2.0,68.0,-3.0,-2.8693523,0.5881808,0.41181922,-0.11485481,-0.103700995,1.0,2024,,,1,,0.0,,,-3.0,0.063266695,0.020208132,0.023491101,0.7233131,0.16723077,0.0,0.0,0.0,0.0,0.0,0.0
CIN,home,DEN,DEN,28.0,777.0,777.0,4.0,4.0,2.0,63.0,11.0,2.484699,0.58093816,0.41906184,0.10971379,0.09511036,1.0,2024,0.7847479,21.52521,0,1.0,0.0,,,0.0,0.024536721,0.07226776,0.08747547,0.6519441,0.16193496,0.0,0.0,0.0,0.0,1.0,0.0
DEN,away,CIN,CIN,25.0,14.0,14.0,4.0,4.0,1.0,70.0,25.0,5.3029866,0.098069705,0.9019303,0.32424724,0.35394028,1.0,2024,0.28053778,71.94622,0,25.0,0.0,,,-7.0,0.49558958,0.0027497471,0.0050336993,0.43220356,0.06332023,0.0,0.0,0.0,0.0,1.0,1.0
SF,home,DET,DET,5.0,1478.0,3278.0,1.0,4.0,1.0,61.0,2.0,2.1466208,0.6329438,0.3670562,0.066393614,0.07876861,0.0,2024,,,0,,0.0,,,0.0,0.0026213091,0.029977702,0.048067387,0.47333512,0.44427297,0.0,0.0,0.0,0.0,1.0,0.0
DET,away,SF,SF,8.0,78.0,1878.0,2.0,4.0,3.0,62.0,0.0,-3.0429242,0.24992825,0.75007176,-0.04404886,-0.053463608,1.0,2024,0.410394,-41.039402,0,8.0,0.0,,,-8.0,0.14029558,0.0068291742,0.0076189563,0.7270163,0.11631974,0.0,0.0,0.0,0.0,0.0,0.0
DET,away,SF,SF,4.0,922.0,922.0,3.0,4.0,4.0,43.0,4.0,4.09581,0.43138894,0.568611,0.15020555,0.18048608,1.0,2024,0.5503524,44.96476,1,3.0,0.0,,,-4.0,0.0072484612,0.014766068,0.023011163,0.89178437,0.06184364,0.0,0.0,0.0,0.0,1.0,1.0
DET,away,SF,SF,45.0,723.0,723.0,4.0,4.0,3.0,28.0,19.0,3.9447176,0.666803,0.333197,0.10465878,0.09005374,1.0,2024,0.57150394,42.849606,0,10.0,0.0,,,3.0,0.0834592,0.15883297,0.2749576,0.1841493,0.2901254,0.0,0.0,0.0,0.0,1.0,0.0
GB,away,MIN,MIN,23.0,453.0,2253.0,2.0,4.0,2.0,47.0,0.0,-3.8253717,0.38648316,0.6135168,-0.12573287,-0.11031771,1.0,2024,0.7170868,-71.70868,0,9.0,0.0,,,-4.0,0.039303467,0.035309993,0.05993559,0.7368693,0.1273491,0.0,0.0,0.0,0.0,0.0,0.0
MIN,home,GB,MIN,84.0,283.0,283.0,4.0,4.0,15.0,0.0,0.0,0.37039903,0.9127549,0.08724511,0.006509125,0.018247068,0.0,2024,,,0,,0.0,,,9.0,0.27460724,0.18365979,0.34090334,0.08418642,0.11141678,0.0,0.0,0.0,0.0,0.0,0.0
IND,away,NYG,NYG,8.0,67.0,1867.0,2.0,4.0,5.0,70.0,6.0,2.8031642,0.11507968,0.8849203,0.024621345,0.08899802,1.0,2024,0.50826836,49.173164,0,5.0,0.0,,,-15.0,0.20689337,0.0046875062,0.0047519044,0.7282686,0.05425183,0.0,0.0,0.0,0.0,1.0,0.0
IND,away,NYG,NYG,23.0,1181.0,1181.0,3.0,4.0,1.0,51.0,0.0,-3.7662601,0.20836718,0.79163283,-0.06338318,-0.08405942,0.0,2024,,,0,,0.0,,,-8.0,0.00710986,0.06771781,0.10502628,0.49662006,0.3218159,0.0,0.0,0.0,0.0,0.0,0.0
NYG,home,IND,NYG,58.0,918.0,918.0,3.0,4.0,1.0,20.0,0.0,-3.4250805,0.85617,0.14383,-0.071189255,-0.09142277,0.0,2024,,,0,,0.0,,,8.0,0.04760324,0.17540383,0.28231785,0.15546288,0.3305645,0.0,0.0,0.0,0.0,0.0,0.0
KC,away,PIT,PIT,33.0,1585.0,3385.0,1.0,4.0,1.0,42.0,4.0,2.005194,0.51913154,0.48086846,0.059807003,0.052767158,0.0,2024,,,0,,0.0,,,0.0,0.0087273205,0.1147018,0.18170123,0.36378235,0.3276064,0.0,0.0,0.0,0.0,1.0,0.0
KC,away,PIT,PIT,30.0,395.0,2195.0,2.0,4.0,1.0,29.0,0.0,-1.4970688,0.76613927,0.23386073,-0.030549347,-0.02053821,0.0,2024,,,0,,0.0,,,6.0,0.15244976,0.07886217,0.11515479,0.36191648,0.29001793,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,KC,PIT,56.0,137.0,1937.0,2.0,4.0,1.0,30.0,0.0,1.6454229,0.2933236,0.70667636,0.053945243,0.05100064,0.0,2024,,,0,,0.0,,,-6.0,0.6120553,0.08110184,0.10874841,0.07771671,0.11341679,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,KC,KC,23.0,1260.0,1260.0,3.0,4.0,16.0,52.0,0.0,0.017397428,0.22232689,0.7776731,-0.00045624375,0.006956607,0.0,2024,,,0,,0.0,,,-9.0,0.0037538144,0.034200054,0.04390775,0.8649304,0.05219314,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,KC,KC,37.0,605.0,605.0,4.0,4.0,15.0,43.0,0.0,-0.40271387,0.01161746,0.9883825,-0.00093487557,-0.00035691867,0.0,2024,,,0,,0.0,,,-19.0,0.08787589,0.16761735,0.24133345,0.25619516,0.23755977,0.0,0.0,0.0,0.0,0.0,0.0
PIT,home,KC,KC,42.0,605.0,605.0,4.0,4.0,20.0,43.0,0.0,-1.0102903,0.010682585,0.9893174,-0.007314505,-0.0034069084,1.0,2024,0.17998782,-17.998781,0,37.0,0.0,,,-19.0,0.1241999,0.1770749,0.27021033,0.16679867,0.25105178,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,NE,NE,42.0,1151.0,2951.0,1.0,4.0,3.0,91.0,19.0,4.4462276,0.4071498,0.5928502,0.1575265,0.0947333,1.0,2024,0.62327605,37.672394,0,15.0,0.0,,,0.0,0.027902877,0.16971709,0.31938848,0.19893491,0.27392933,0.0,0.0,0.0,0.0,1.0,0.0
LAC,away,NE,NE,44.0,23.0,1823.0,2.0,4.0,3.0,50.0,9.0,1.1493716,0.7952142,0.20478582,0.030964792,0.01341176,1.0,2024,0.6765859,32.341408,0,8.0,0.0,,,10.0,0.7943083,0.029231085,0.018001696,0.09326974,0.06382475,0.0,0.0,0.0,0.0,1.0,0.0
NE,home,LAC,NE,62.0,1269.0,1269.0,3.0,4.0,2.0,-7.0,-15.0,-4.1636386,0.039451085,0.96054894,-0.018775605,-0.008286453,1.0,2024,,,0,,0.0,,,-20.0,0.022158938,0.18660906,0.3255861,0.15059066,0.30698884,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,LAC,LAC,46.0,1089.0,1089.0,3.0,4.0,12.0,33.0,0.0,3.8482902,0.0039344374,0.99606556,0.004656907,0.002041644,0.0,2024,,,0,,0.0,,,-23.0,0.033652585,0.17729148,0.30140525,0.18286817,0.29443517,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,LAC,LAC,31.0,1042.0,1042.0,3.0,4.0,7.0,33.0,-6.0,-3.1830895,0.0042613475,0.9957386,-0.0028111069,-0.0016515367,1.0,2024,,,0,,0.0,,,-23.0,0.0149363475,0.08994903,0.13776495,0.6320391,0.12354458,0.0,0.0,0.0,0.0,0.0,0.0
LAC,away,NE,LAC,51.0,385.0,385.0,4.0,4.0,6.0,23.0,0.0,-0.3110367,0.99981076,0.00018924475,-2.9087067e-05,-4.6491623e-06,0.0,2024,,,0,,0.0,,,30.0,0.2617395,0.14771342,0.22372122,0.14638053,0.21154995,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,LAC,NE,79.0,332.0,332.0,4.0,4.0,6.0,9.0,5.0,-2.5978754,0.00011664907,0.99988335,2.6521288e-05,7.254109e-06,1.0,2024,0.6940238,30.597622,0,4.0,0.0,,,-30.0,0.28099468,0.19798893,0.294506,0.095393695,0.12609637,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,LV,LV,38.0,1121.0,2921.0,1.0,4.0,6.0,27.0,0.0,-0.40511882,0.5378935,0.46210653,-0.022276461,-0.033126116,0.0,2024,,,0,,0.0,,,-3.0,0.015872171,0.14983633,0.27352,0.24571441,0.30485347,0.0,0.0,0.0,0.0,0.0,0.0
NO,home,LV,NO,62.0,784.0,784.0,4.0,4.0,2.0,10.0,8.0,3.0708482,0.13374513,0.86625487,0.06581111,0.050185002,0.0,2024,,,0,,0.0,,,-9.0,0.047240622,0.17938687,0.32553992,0.15493491,0.2851222,0.0,0.0,0.0,0.0,1.0,0.0
NO,home,LV,NO,96.0,215.0,215.0,4.0,4.0,16.0,-8.0,0.0,-0.18293867,0.0035623568,0.99643767,0.0,-6.635464e-05,0.0,2024,,,0,,0.0,,,-15.0,0.31111836,0.21597238,0.32390735,0.067350425,0.06998346,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,MIA,MIA,38.0,45.0,1845.0,2.0,4.0,1.0,20.0,0.0,-1.9826342,0.6301384,0.3698616,-0.09275693,-0.112835914,0.0,2024,,,0,,0.0,,,0.0,0.58667517,0.05855832,0.025054524,0.17976221,0.14852974,0.0,0.0,0.0,0.0,0.0,0.0
MIA,away,CLE,CLE,36.0,1102.0,1102.0,3.0,4.0,1.0,7.0,-2.0,-3.8553567,0.8498336,0.15016639,-0.040531173,-0.009133287,0.0,2024,,,0,,0.0,,,10.0,0.02947799,0.12846982,0.20918547,0.29973835,0.3284169,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,MIA,MIA,3.0,854.0,854.0,4.0,4.0,3.0,59.0,0.0,-2.2937183,0.22741386,0.7725861,-0.09359947,-0.088875756,1.0,2024,0.42847937,-42.84794,1,3.0,0.0,,,-10.0,0.008728017,0.015265981,0.015920993,0.8734462,0.08529415,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,MIA,CLE,82.0,241.0,241.0,4.0,4.0,5.0,19.0,3.0,-2.851854,0.037746005,0.962254,-0.016847067,-0.017603453,1.0,2024,0.70397556,29.602444,0,3.0,0.0,,,-10.0,0.43885356,0.13847443,0.2492833,0.07456391,0.09415269,0.0,0.0,0.0,0.0,0.0,0.0
CLE,home,MIA,MIA,17.0,23.0,23.0,4.0,4.0,5.0,53.0,0.0,-2.419539,0.0009887933,0.9990112,-0.00059403176,-0.00026774593,1.0,2024,0.31695357,-31.695356,0,17.0,0.0,,,-17.0,0.27820033,0.0026368375,0.0044813007,0.6349197,0.07911289,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,BUF,BUF,24.0,1038.0,2838.0,1.0,4.0,1.0,48.0,0.0,-3.828349,0.31238034,0.6876197,-0.058176666,-0.030950472,0.0,2024,,,0,,0.0,,,-7.0,0.010278466,0.070654556,0.10880401,0.4838938,0.3245055,0.0,0.0,0.0,0.0,0.0,0.0
NYJ,away,BUF,BUF,37.0,1601.0,1601.0,3.0,4.0,5.0,28.0,0.0,-0.7528968,0.11304079,0.8869592,-0.0077181607,-0.0027261935,0.0,2024,,,0,,0.0,,,-12.0,0.0067901276,0.16527708,0.25581807,0.28569007,0.27666432,0.0,0.0,0.0,0.0,0.0,0.0
BUF,home,NYJ,NYJ,45.0,288.0,288.0,4.0,4.0,4.0,9.0,3.0,-2.3575203,0.99968433,0.0003156662,0.00023611996,-2.5822683e-06,0.0,2024,,,0,,0.0,,,32.0,0.3739747,0.096253894,0.16684033,0.13592207,0.21418463,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,SEA,CHI,61.0,134.0,134.0,4.0,4.0,1.0,49.0,0.0,-0.4124652,0.30479988,0.6952001,-0.028317839,-0.033083513,0.0,2024,,,0,,0.0,,,-3.0,0.48780495,0.114270665,0.14311351,0.09313622,0.15850662,0.0,0.0,0.0,0.0,0.0,0.0
CHI,home,SEA,CHI,65.0,134.0,134.0,4.0,4.0,5.0,49.0,14.0,2.487753,0.27648205,0.72351795,0.16400653,0.16407534,1.0,2024,0.64995843,35.004158,0,5.0,0.0,,,-3.0,0.53747207,0.11972851,0.14811811,0.077845536,0.11336883,0.0,0.0,0.0,0.0,1.0,0.0
CHI,home,SEA,SEA,40.0,20.0,20.0,4.0,4.0,10.0,49.0,0.0,-0.56989485,0.17496848,0.8250315,-0.1085695,-0.14800186,1.0,2024,0.29258475,-29.258474,0,18.0,0.0,,,-3.0,0.81254923,0.011813758,0.008449678,0.12438804,0.041442376,0.0,0.0,0.0,0.0,0.0,0.0
TEN,away,JAX,JAX,46.0,74.0,1874.0,2.0,4.0,3.0,50.0,9.0,2.06046,0.12418304,0.87581694,0.032109194,0.06150247,1.0,2024,0.6866545,31.334549,0,5.0,0.0,,,-13.0,0.71018714,0.07308003,0.033798054,0.09040066,0.08998121,0.0,0.0,0.0,0.0,1.0,0.0
TEN,away,JAX,JAX,26.0,14.0,14.0,4.0,4.0,10.0,48.0,0.0,-2.0457196,0.072427705,0.9275723,-0.06341155,-0.04662727,1.0,2024,0.2936624,-29.36624,0,26.0,0.0,,,-7.0,0.3719288,0.0022714117,0.005217269,0.5626454,0.05727984,0.0,0.0,0.0,0.0,0.0,0.0
BUF,away,NE,NE,45.0,1610.0,3410.0,1.0,4.0,1.0,9.0,0.0,-3.5073612,0.48698178,0.51301825,-0.06695822,-0.055110157,0.0,2024,,,0,,0.0,,,0.0,0.007102752,0.15720071,0.2666478,0.20953043,0.35131788,0.0,0.0,0.0,0.0,0.0,0.0
NE,home,BUF,BUF,19.0,1355.0,3155.0,1.0,4.0,1.0,55.0,1.0,1.4928308,0.6006251,0.3993749,0.0591076,0.05914265,0.0,2024,,,0,,0.0,,,0.0,0.005704149,0.050959736,0.07258665,0.4761207,0.3930392,0.0,0.0,0.0,0.0,1.0,0.0
BUF,away,NE,NE,2.0,734.0,2534.0,2.0,4.0,2.0,75.0,2.0,3.8760016,0.33166456,0.66833544,0.1254552,0.11121059,1.0,2024,0.6825625,31.743753,1,1.0,0.0,,,-7.0,0.013162217,0.016732024,0.027316688,0.8061087,0.13501367,0.0,0.0,0.0,0.0,1.0,1.0
BUF,away,NE,NE,47.0,325.0,325.0,4.0,4.0,5.0,22.0,3.0,-2.4223588,0.23032106,0.76967895,-0.058720842,-0.08862764,1.0,2024,0.8356906,16.430939,0,-3.0,0.0,,,-4.0,0.37689397,0.12325756,0.1619801,0.13403639,0.19822879,0.0,0.0,0.0,0.0,0.0,0.0
BUF,away,NE,BUF,71.0,91.0,91.0,4.0,4.0,10.0,0.0,0.0,-2.1406415,0.05358714,0.94641286,-0.047122538,-0.051917218,1.0,2024,0.38096252,-38.096252,0,11.0,0.0,,,-7.0,0.7636281,0.07345187,0.05760855,0.04007943,0.06338114,0.0,0.0,0.0,0.0,0.0,0.0
ATL,home,CAR,ATL,60.0,1188.0,2988.0,1.0,4.0,1.0,27.0,2.0,2.2828102,0.51312876,0.48687124,0.062239885,0.049060643,0.0,2024,,,0,,0.0,,,0.0,0.01470949,0.17192784,0.30507573,0.15658145,0.3422627,0.0,0.0,0.0,0.0,1.0,0.0
ATL,home,CAR,CAR,42.0,968.0,2768.0,1.0,4.0,4.0,27.0,0.0,-2.566271,0.48984963,0.5101504,-0.011696398,-0.030095816,1.0,2024,0.46663165,-46.663166,0,14.0,0.0,,,0.0,0.02470833,0.16088699,0.27228168,0.21209095,0.3204792,0.0,0.0,0.0,0.0,0.0,0.0
CAR,away,ATL,ATL,12.0,1547.0,1547.0,3.0,4.0,1.0,21.0,12.0,3.0982955,0.29668152,0.7033185,0.14671849,0.13392952,1.0,2024,0.55008787,44.991215,0,12.0,0.0,,,-7.0,0.0024368628,0.033557367,0.051052146,0.5053428,0.40619174,0.0,0.0,0.0,0.0,1.0,1.0
ATL,home,CAR,CAR,12.0,689.0,689.0,4.0,4.0,1.0,74.0,1.0,1.2776186,0.25628972,0.7437103,0.093503416,0.08815324,0.0,2024,,,0,,0.0,,,-7.0,0.022908956,0.03104955,0.042828035,0.52546716,0.37612072,0.0,0.0,0.0,0.0,1.0,0.0
CHI,away,GB,CHI,71.0,941.0,2741.0,1.0,4.0,7.0,-2.0,0.0,-0.6946217,0.59649014,0.40350986,-0.0048260093,-0.011259854,0.0,2024,,,0,,0.0,,,4.0,0.048601057,0.21310493,0.37111926,0.13955525,0.22060838,0.0,0.0,0.0,0.0,0.0,0.0
CHI,away,GB,GB,46.0,1606.0,1606.0,3.0,4.0,5.0,30.0,6.0,3.280226,0.52129537,0.47870463,0.10422975,0.11303049,1.0,2024,0.7046228,29.53772,0,5.0,0.0,,,1.0,0.0076083434,0.17660232,0.3113031,0.2012425,0.29321572,0.0,0.0,0.0,0.0,1.0,0.0
